Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price
1795561,ROUND,0.3,SI2,K,EX,VG,EX,F,4.32-4.34×2.69,655.38
1789678,ROUND,0.3,VS1,L,GD,VG,VG,N,4.36-4.40×2.56,686.87
1791701,ROUND,0.3,SI1,K,EX,VG,EX,N,4.28-4.31×2.69,692.93
1799570,ROUND,0.3,SI1,L,VG,VG,VG,ST,4.27-4.30×2.68,693.42
1774058,ROUND,0.4,VS2,Q-R,EX,EX,EX,N,4.72-4.75×2.91,701.01
1565775,ROUND,0.23,SI1,H,GD,GD,FR,N,3.88-3.91×2.42,703.36
1565775,ROUND,0.23,SI1,H,GD,GD,FR,N,3.88-3.91×2.42,703.36
1782527,ROUND,0.3,VS1,N,EX,EX,VG,M,4.23-4.27×2.66,709.66
1781010,ROUND,0.4,VS2,O-P,EX,EX,VG,N,4.66-4.70×2.97,715.21
1773437,ROUND,0.3,SI2,J,VG,VG,GD,N,4.28-4.33×2.60,715.73
1592733,ROUND,0.5,SI2,O-P,VG,EX,VG,F,4.94-4.98×3.16,716.67
1784917,ROUND,0.32,SI1,N,EX,EX,EX,N,4.38-4.40×2.75,727.92
1779726,ROUND,0.3,SI1,L,VG,EX,EX,N,4.36-4.37×2.55,731.47
1795548,ROUND,0.3,SI1,L,VG,EX,GD,N,4.25-4.28×2.63,731.96
1790936,ROUND,0.3,SI1,L,EX,EX,EX,F,4.29-4.31×2.66,735.03
1788893,ROUND,0.3,VS2,L,VG,VG,GD,F,4.22-4.27×2.71,736.01
1752325,ROUND,0.3,VS2,L,VG,EX,EX,N,4.19-4.21×2.68,736.5
1789798,ROUND,0.3,SI1,K,VG,EX,GD,F,4.26-4.28×2.59,737.55
1788865,ROUND,0.3,VS1,L,EX,VG,EX,ST,4.35-4.37×2.60,737.55
1789799,ROUND,0.3,SI1,L,EX,EX,VG,N,4.26-4.29×2.68,740.1
1791650,ROUND,0.3,VS2,L,VG,EX,VG,F,4.18-4.23×2.65,741.61
1761451,ROUND,0.3,SI1,L,EX,EX,EX,F,4.35-4.37×2.67,743.11
1794012,ROUND,0.3,VS2,M,EX,EX,EX,F,4.28-4.31×2.69,743.11
1787729,ROUND,0.3,SI1,K,EX,EX,EX,M,4.26-4.29×2.66,743.62
1752323,ROUND,0.31,VS2,L,VG,EX,VG,N,4.20-4.25×2.71,744.56
1645309,ROUND,0.18,VVS1,E,VG,EX,VG,F,3.57-3.62×2.21,745
1787730,ROUND,0.3,SI1,L,EX,EX,EX,F,4.32-4.34×2.66,745.68
1781156,ROUND,0.3,SI1,L,EX,EX,VG,F,4.34-4.38×2.61,745.68
1763657,ROUND,0.3,VS2,L,VG,EX,VG,N,4.18-4.21×2.69,748.67
1598811,ROUND,0.23,SI1,E,VG,EX,VG,N,3.88-3.90×2.47,752.35
1598811,ROUND,0.23,SI1,E,VG,EX,VG,N,3.88-3.90×2.47,752.35
1799569,ROUND,0.3,SI1,L,EX,EX,EX,F,4.30-4.32×2.65,753.77
1790935,ROUND,0.3,SI1,L,EX,EX,VG,F,4.29-4.31×2.63,756.28
1790934,ROUND,0.31,SI1,K,EX,EX,EX,ST,4.36-4.37×2.70,757.14
1752328,ROUND,0.3,VS2,L,EX,EX,VG,N,4.28-4.31×2.70,757.31
1772232,ROUND,0.35,VVS1,O-P,EX,EX,EX,ST,4.61-4.63×2.75,757.37
1763656,ROUND,0.3,VS2,L,VG,EX,VG,N,4.18-4.22×2.69,757.8
1799469,ROUND,0.3,VS1,L,VG,VG,GD,N,4.25-4.30×2.66,758.3
1564527,ROUND,0.22,VS2,G,VG,VG,GD,M,3.84-3.90×2.35,761.45
1564527,ROUND,0.22,VS2,G,VG,VG,GD,M,3.84-3.90×2.35,761.45
1675261,ROUND,0.18,VS1,E,EX,EX,EX,N,3.66-3.69×2.21,762.66
1675261,ROUND,0.18,VS1,E,EX,EX,EX,N,3.66-3.69×2.21,762.66
1598812,ROUND,0.23,SI1,E,EX,EX,VG,N,3.91-3.94×2.43,763.24
1598812,ROUND,0.23,SI1,E,EX,EX,VG,N,3.91-3.94×2.43,763.24
1777305,ROUND,0.3,SI1,K,EX,VG,VG,M,4.29-4.32×2.66,764.44
1618641,ROUND,0.18,VS1,E,EX,EX,EX,N,3.69-3.71×2.25,765.98
1618641,ROUND,0.18,VS1,E,EX,EX,EX,N,3.69-3.71×2.25,765.98
1790686,ROUND,0.31,VVS1,M,EX,EX,EX,N,4.35-4.37×2.68,768.17
1784916,ROUND,0.3,SI1,K,VG,EX,VG,F,4.21-4.27×2.69,768.98
1607352,ROUND,0.5,I1,L,EX,EX,EX,F,5.18-5.20×3.09,769.41
1739949,ROUND,0.3,I1,G,EX,EX,EX,N,4.34-4.37×2.65,770.99
1802318,ROUND,0.18,VVS2,H,EX,EX,EX,N,3.64-3.66×2.20,774.21
1802318,ROUND,0.18,VVS2,H,EX,EX,EX,N,3.64-3.66×2.20,774.21
1790611,ROUND,0.4,VS2,M,VG,EX,GD,ST,4.55-4.64×2.96,774.75
1784931,ROUND,0.3,SI2,J,EX,EX,VG,N,4.29-4.33×2.63,775.05
1763655,ROUND,0.31,VS2,L,VG,EX,VG,N,4.21-4.25×2.69,777.06
1802297,ROUND,0.3,SI2,J,EX,EX,VG,F,4.27-4.30×2.67,777.62
1772483,ROUND,0.3,SI1,K,VG,EX,VG,N,4.21-4.23×2.70,777.62
1778370,ROUND,0.3,VS2,L,EX,VG,EX,F,4.27-4.29×2.67,778.11
1675260,ROUND,0.18,VS1,E,EX,EX,EX,N,3.61-3.64×2.23,779.7
1675260,ROUND,0.18,VS1,E,EX,EX,EX,N,3.61-3.64×2.23,779.7
1763599,ROUND,0.3,VS1,M,EX,EX,EX,N,4.35-4.37×2.58,780.12
1793030,ROUND,0.33,SI2,K,EX,VG,EX,N,4.45-4.48×2.71,780.31
1786388,ROUND,0.3,VS2,L,EX,EX,VG,N,4.26-4.29×2.63,782.13
1722538,ROUND,0.4,VS1,U-V,EX,EX,VG,M,4.67-4.73×2.95,782.13
1783677,ROUND,0.3,SI1,K,VG,EX,VG,N,4.29-4.30×2.60,783.16
1645372,ROUND,0.18,VVS2,G,EX,EX,EX,N,3.61-3.62×2.25,783.64
1777254,ROUND,0.3,VS2,L,EX,EX,VG,F,4.32-4.35×2.62,783.65
1780354,ROUND,0.18,VS1,E,EX,EX,EX,N,3.69-3.72×2.21,783.92
1780354,ROUND,0.18,VS1,E,EX,EX,EX,N,3.69-3.72×2.21,783.92
1790784,ROUND,0.3,VS1,K,VG,VG,GD,F,4.30-4.37×2.54,784.19
1802296,ROUND,0.3,SI2,J,EX,EX,EX,F,4.37-4.39×2.57,784.21
1802295,ROUND,0.3,SI2,J,VG,EX,VG,F,4.17-4.21×2.70,784.21
1665768,ROUND,0.29,VS2,J,VG,VG,GD,F,4.25-4.33×2.62,785.48
1721730,ROUND,0.18,VS1,E,EX,EX,EX,N,3.59-3.62×2.24,786.37
1721731,ROUND,0.18,VS1,E,EX,EX,EX,N,3.67-3.69×2.23,786.37
1721730,ROUND,0.18,VS1,E,EX,EX,EX,N,3.59-3.62×2.24,786.37
1721731,ROUND,0.18,VS1,E,EX,EX,EX,N,3.67-3.69×2.23,786.37
1655385,ROUND,0.28,VVS2,K,EX,EX,EX,F,4.24-4.25×2.54,787.03
1780353,ROUND,0.18,VS1,E,EX,EX,EX,N,3.67-3.69×2.19,787.29
1780353,ROUND,0.18,VS1,E,EX,EX,EX,N,3.67-3.69×2.19,787.29
1802298,ROUND,0.19,VVS1,E,EX,EX,EX,N,3.77-3.79×2.24,788.15
1802298,ROUND,0.19,VVS1,E,EX,EX,EX,N,3.77-3.79×2.24,788.15
1788926,ROUND,0.3,SI1,K,VG,EX,VG,N,4.19-4.24×2.67,788.23
1789741,ROUND,0.3,VS2,K,GD,EX,GD,F,4.32-4.34×2.58,788.72
1768774,ROUND,0.3,SI1,K,EX,EX,VG,N,4.24-4.27×2.66,789.28
1771000,ROUND,0.3,VS2,L,EX,EX,EX,F,4.28-4.30×2.67,789.74
1614252,ROUND,0.19,VS1,E,EX,EX,EX,N,3.77-3.79×2.24,789.75
1614252,ROUND,0.19,VS1,E,EX,EX,EX,N,3.77-3.79×2.24,789.75
1777201,ROUND,0.3,VS1,L,EX,EX,EX,M,4.28-4.31×2.67,789.75
1645455,ROUND,0.23,SI1,E,EX,EX,EX,N,3.96-3.97×2.40,792.78
1711926,ROUND,0.3,VS2,K,EX,EX,EX,F,4.36-4.38×2.60,792.85
1764856,ROUND,0.3,SI1,K,EX,EX,EX,N,4.26-4.29×2.67,793.3
1799465,ROUND,0.3,VS1,K,VG,VG,GD,F,4.22-4.28×2.67,793.32
1645378,ROUND,0.21,VS1,D,EX,VG,EX,ST,3.82-3.85×2.38,793.69
1802326,ROUND,0.2,VS1,G,EX,EX,EX,M,3.78-3.80×2.30,794.28
1802326,ROUND,0.2,VS1,G,EX,EX,EX,M,3.78-3.80×2.30,794.28
1784865,ROUND,0.3,VS2,L,EX,EX,EX,F,4.26-4.28×2.68,794.3
1721713,ROUND,0.18,VVS2,D,EX,EX,VG,N,3.67-3.69×2.18,794.87
1721713,ROUND,0.18,VVS2,D,EX,EX,VG,N,3.67-3.69×2.18,794.87
1792986,ROUND,0.3,VS2,K,VG,VG,GD,F,4.26-4.33×2.63,795.33
1787662,ROUND,0.3,VS2,K,VG,EX,GD,F,4.17-4.23×2.67,795.33
1739933,ROUND,0.19,VVS1,E,EX,EX,EX,N,3.72-3.74×2.30,795.87
1739933,ROUND,0.19,VVS1,E,EX,EX,EX,N,3.72-3.74×2.30,795.87
1802253,ROUND,0.3,SI1,K,EX,EX,VG,N,4.25-4.28×2.66,796.87
1784927,ROUND,0.3,SI2,G,F,VG,FR,N,4.19-4.27×2.64,798.36
1802317,ROUND,0.19,VVS2,H,EX,EX,EX,N,3.77-3.79×2.28,798.44
1802317,ROUND,0.19,VVS2,H,EX,EX,EX,N,3.77-3.79×2.28,798.44
1772482,ROUND,0.3,SI1,K,EX,EX,VG,N,4.34-4.39×2.63,799.37
1762698,ROUND,0.3,SI2,G,F,EX,VG,N,4.01-4.03×2.79,800.38
1586205,ROUND,0.19,VVS2,G,EX,EX,EX,N,3.67-3.68×2.28,801.33
1586205,ROUND,0.19,VVS2,G,EX,EX,EX,N,3.67-3.68×2.28,801.33
1757151,ROUND,0.3,VS2,K,VG,EX,EX,N,4.28-4.30×2.60,801.43
1757195,ROUND,0.33,SI2,I,EX,EX,EX,N,4.44-4.46×2.71,802.02
1790788,ROUND,0.35,VS1,M,VG,VG,VG,N,4.34-4.42×2.83,802.34
1800575,ROUND,0.35,SI1,L,EX,EX,EX,N,4.49-4.52×2.79,804.12
1766724,ROUND,0.3,VS2,K,VG,EX,GD,N,4.28-4.31×2.66,804.98
1739939,ROUND,0.18,VVS2,F,EX,EX,EX,N,3.68-3.70×2.23,806.47
1768775,ROUND,0.3,SI1,K,EX,EX,EX,N,4.25-4.28×2.65,806.48
1787728,ROUND,0.3,SI1,K,EX,EX,EX,F,4.33-4.36×2.63,807.01
1694082,ROUND,0.19,VS1,E,EX,EX,EX,N,3.69-3.71×2.31,807.74
1721729,ROUND,0.19,VS1,E,EX,EX,EX,N,3.69-3.71×2.28,807.74
1694082,ROUND,0.19,VS1,E,EX,EX,EX,N,3.69-3.71×2.31,807.74
1721729,ROUND,0.19,VS1,E,EX,EX,EX,N,3.69-3.71×2.28,807.74
1718644,ROUND,0.3,SI2,D,GD,GD,GD,N,4.31-4.38×2.56,807.99
1789822,ROUND,0.3,SI2,I,VG,EX,VG,F,4.25-4.31×2.67,808.53
1780352,ROUND,0.19,VS1,E,EX,EX,EX,N,3.77-3.79×2.24,808.7
1780352,ROUND,0.19,VS1,E,EX,EX,EX,N,3.77-3.79×2.24,808.7
1598809,ROUND,0.24,SI1,E,EX,EX,EX,N,3.97-4.00×2.50,808.9
1598809,ROUND,0.24,SI1,E,EX,EX,EX,N,3.97-4.00×2.50,808.9
1351511,ROUND,0.19,IF,F,EX,EX,EX,F,3.73-3.71X2.27,809.02
1351511,ROUND,0.19,IF,F,EX,EX,EX,F,3.73-3.71X2.27,809.02
1799521,ROUND,0.3,VS2,L,EX,EX,EX,F,4.36-4.38×2.65,809.51
1786351,ROUND,0.3,VVS2,L,EX,EX,EX,M,4.32-4.34×2.67,809.53
1802313,ROUND,0.19,VVS2,G,EX,EX,EX,N,3.73-3.75×2.23,809.68
1739937,ROUND,0.18,VVS2,E,EX,EX,EX,N,3.67-3.69×2.22,810.1
1739937,ROUND,0.18,VVS2,E,EX,EX,EX,N,3.67-3.69×2.22,810.1
1798186,ROUND,0.35,VS2,N,EX,EX,EX,F,4.50-4.53×2.82,810.63
1799517,ROUND,0.3,VS2,K,GD,VG,GD,N,4.09-4.15×2.70,811.57
1756233,ROUND,0.41,SI2,L,EX,EX,VG,N,4.72-4.75×2.96,813.38
1756233,ROUND,0.41,SI2,L,EX,EX,VG,N,4.72-4.75×2.96,813.38
1790923,ROUND,0.3,SI1,I,VG,EX,VG,N,4.23-4.24×2.69,813.6
1784797,ROUND,0.3,VS1,L,EX,VG,VG,N,4.24-4.31×2.66,813.6
1673502,ROUND,0.24,SI1,E,EX,EX,EX,N,3.96-3.99×2.46,814.58
1673502,ROUND,0.24,SI1,E,EX,EX,EX,N,3.96-3.99×2.46,814.58
1696720,ROUND,0.29,SI2,E,VG,VG,GD,N,4.23-4.26×2.67,815.34
1735579,ROUND,0.3,SI2,H,VG,VG,GD,N,4.30-4.35×2.67,815.59
1586555,ROUND,0.2,VVS1,F,EX,EX,VG,N,3.71-3.74×2.35,815.9
1586555,ROUND,0.2,VVS1,F,EX,EX,VG,N,3.71-3.74×2.35,815.9
1757175,ROUND,0.3,SI1,G,GD,F,VG,M,4.22-4.25×2.67,817.62
1758158,ROUND,0.31,SI1,K,EX,EX,EX,N,4.43-4.45×2.69,817.94
1780350,ROUND,0.18,VVS2,E,EX,EX,EX,N,3.65-3.68×2.19,818.92
1780350,ROUND,0.18,VVS2,E,EX,EX,EX,N,3.65-3.68×2.19,818.92
1779725,ROUND,0.3,SI1,K,EX,EX,EX,N,4.32-4.35×2.65,820.19
1576880,ROUND,0.19,VVS1,E,EX,EX,EX,N,3.73-3.75×2.27,820.26
1576880,ROUND,0.19,VVS1,E,EX,EX,EX,N,3.73-3.75×2.27,820.26
1780348,ROUND,0.2,VVS2,E,EX,EX,VG,N,3.75-3.78×2.30,820.63
1780348,ROUND,0.2,VVS2,E,EX,EX,VG,N,3.75-3.78×2.30,820.63
1791607,ROUND,0.3,VS1,K,GD,EX,VG,N,4.14-4.19×2.71,820.7
1790921,ROUND,0.31,SI1,I,VG,GD,EX,F,4.33-4.36×2.70,821.58
1788923,ROUND,0.3,SI1,I,VG,EX,VG,N,4.23-4.29×2.66,821.71
1647830,ROUND,0.23,VS2,G,EX,EX,VG,N,3.86-3.91×2.46,821.91
1783699,ROUND,0.29,VS1,J,EX,VG,VG,N,4.28-4.31×2.65,822.22
1787663,ROUND,0.3,VS2,K,VG,EX,GD,N,4.24-4.29×2.58,822.73
1729275,ROUND,0.4,SI2,J,GD,VG,VG,F,4.57-4.63×3.00,823.4
1586484,ROUND,0.19,VVS2,D,EX,VG,EX,N,3.72-3.74×2.28,824.43
1586479,ROUND,0.19,VVS2,D,EX,VG,VG,N,3.68-3.71×2.29,824.43
1586484,ROUND,0.19,VVS2,D,EX,VG,EX,N,3.72-3.74×2.28,824.43
1586479,ROUND,0.19,VVS2,D,EX,VG,VG,N,3.68-3.71×2.29,824.43
1750134,ROUND,0.37,SI2,H,VG,EX,VG,ST,4.59-4.62×2.86,824.52
1675257,ROUND,0.2,VS1,E,EX,EX,EX,N,3.74-3.77×2.31,824.69
1675255,ROUND,0.2,VS1,E,EX,EX,EX,N,3.72-3.75×2.34,824.69
1675257,ROUND,0.2,VS1,E,EX,EX,EX,N,3.74-3.77×2.31,824.69
1675255,ROUND,0.2,VS1,E,EX,EX,EX,N,3.72-3.75×2.34,824.69
1739938,ROUND,0.18,VVS2,F,EX,EX,EX,N,3.66-3.68×2.24,825.6
1739938,ROUND,0.18,VVS2,F,EX,EX,EX,N,3.66-3.68×2.24,825.6
1763858,ROUND,0.24,SI1,F,EX,EX,EX,N,4.05-4.07×2.43,826.34
1763858,ROUND,0.24,SI1,F,EX,EX,EX,N,4.05-4.07×2.43,826.34
1783497,ROUND,0.3,VVS1,K,VG,EX,VG,N,4.36-4.40×2.59,826.78
1675254,ROUND,0.2,VS1,E,EX,EX,EX,N,3.82-3.83×2.26,828.78
1772184,ROUND,0.4,SI1,L,EX,EX,VG,F,4.69-4.72×2.92,828.78
1722004,ROUND,0.3,SI2,E,GD,VG,GD,N,4.18-4.26×2.62,828.79
1791651,ROUND,0.3,VS2,L,EX,EX,EX,N,4.31-4.33×2.67,829.28
1799568,ROUND,0.3,SI1,K,EX,EX,EX,N,4.31-4.32×2.68,829.3
1799567,ROUND,0.3,SI1,K,EX,EX,EX,N,4.31-4.34×2.64,829.3
1784864,ROUND,0.3,VS2,K,EX,VG,VG,F,4.29-4.32×2.70,829.32
1779668,ROUND,0.3,VS2,K,EX,EX,VG,N,4.30-4.32×2.67,829.82
1556445,ROUND,0.21,VVS2,E,EX,EX,EX,F,3.87-3.89×2.32,830.55
1556445,ROUND,0.21,VVS2,E,EX,EX,EX,F,3.87-3.89×2.32,830.55
1722523,ROUND,0.5,VS2,Q-R,EX,EX,EX,M,5.16-5.18×3.09,830.64
1722523,ROUND,0.5,VS2,Q-R,EX,EX,EX,M,5.16-5.18×3.09,830.64
1766656,ROUND,0.3,VS1,K,EX,EX,EX,M,4.28-4.30×2.69,831.34
1772357,ROUND,0.31,VS1,K,VG,EX,VG,N,4.33-4.38×2.69,831.51
1732444,ROUND,0.3,VVS2,K,VG,VG,VG,F,4.18-4.21×2.71,831.85
1775145,ROUND,0.3,SI1,J,VG,EX,VG,M,4.34-4.40×2.57,832.33
1799516,ROUND,0.3,VS2,K,EX,EX,EX,M,4.33-4.35×2.64,832.38
1774054,ROUND,0.53,SI2,O-P,EX,EX,EX,N,5.18-5.21×3.25,832.43
1721725,ROUND,0.2,VS1,E,EX,EX,EX,N,3.77-3.78×2.28,832.46
1721727,ROUND,0.2,VS1,E,EX,EX,EX,N,3.79-3.81×2.31,832.46
1721728,ROUND,0.2,VS1,E,EX,EX,EX,N,3.79-3.83×2.26,832.46
1721725,ROUND,0.2,VS1,E,EX,EX,EX,N,3.77-3.78×2.28,832.46
1721727,ROUND,0.2,VS1,E,EX,EX,EX,N,3.79-3.81×2.31,832.46
1721728,ROUND,0.2,VS1,E,EX,EX,EX,N,3.79-3.83×2.26,832.46
1735227,ROUND,0.19,VVS2,F,EX,EX,EX,F,3.68-3.71×2.28,832.49
1763529,ROUND,0.3,VVS2,K,VG,EX,VG,F,4.17-4.21×2.66,832.83
1618480,ROUND,0.18,IF,F,EX,EX,EX,F,3.70-3.73×2.24,833.24
1618480,ROUND,0.18,IF,F,EX,EX,EX,F,3.70-3.73×2.24,833.24
1769357,ROUND,0.3,VS1,L,EX,VG,VG,N,4.24-4.28×2.66,833.37
1556401,ROUND,0.21,VS1,F,EX,EX,EX,N,3.82-3.84×2.39,833.44
1556401,ROUND,0.21,VS1,F,EX,EX,EX,N,3.82-3.84×2.39,833.44
1790927,ROUND,0.3,SI1,I,VG,EX,EX,N,4.38-4.41×2.64,837.46
1799586,ROUND,0.3,SI2,H,GD,VG,GD,N,4.19-4.23×2.73,837.95
1777253,ROUND,0.3,VS2,K,EX,VG,EX,N,4.25-4.28×2.67,838.41
1754784,ROUND,0.32,VS1,K,EX,EX,EX,ST,4.38-4.40×2.68,838.83
1793018,ROUND,0.3,SI1,K,VG,VG,VG,N,4.18-4.23×2.67,838.92
1586568,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.83×2.40,839.78
1556443,ROUND,0.21,VVS2,E,EX,EX,EX,F,3.78-3.80×2.38,839.78
1586568,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.83×2.40,839.78
1556443,ROUND,0.21,VVS2,E,EX,EX,EX,F,3.78-3.80×2.38,839.78
1787752,ROUND,0.29,SI1,G,VG,EX,GD,N,4.19-4.22×2.71,839.83
1576860,ROUND,0.19,VVS2,E,EX,EX,EX,N,3.67-3.70×2.27,840.5
1576860,ROUND,0.19,VVS2,E,EX,EX,EX,N,3.67-3.70×2.27,840.5
1586669,ROUND,0.18,IF,E,EX,EX,EX,N,3.59-3.61×2.26,840.83
1586661,ROUND,0.18,IF,E,EX,EX,EX,N,3.63-3.65×2.27,840.83
1586669,ROUND,0.18,IF,E,EX,EX,EX,N,3.59-3.61×2.26,840.83
1586661,ROUND,0.18,IF,E,EX,EX,EX,N,3.63-3.65×2.27,840.83
1802323,ROUND,0.22,VS1,F,EX,EX,EX,N,3.85-3.88×2.43,841.05
1802323,ROUND,0.22,VS1,F,EX,EX,EX,N,3.85-3.88×2.43,841.05
1778319,ROUND,0.36,VS1,N,EX,EX,EX,M,4.57-4.60×2.86,841.76
1790930,ROUND,0.3,SI1,J,VG,VG,GD,F,4.25-4.30×2.63,842.52
1789675,ROUND,0.3,VS1,K,VG,EX,VG,F,4.33-4.35×2.57,842.52
1590179,ROUND,0.5,SI2,M,VG,EX,VG,N,5.03-5.08×3.05,842.99
1789740,ROUND,0.3,VS2,K,EX,EX,VG,N,4.29-4.32×2.61,843.02
1739934,ROUND,0.23,VVS1,G,EX,EX,EX,F,3.89-3.92×2.44,843.34
1739934,ROUND,0.23,VVS1,G,EX,EX,EX,F,3.89-3.92×2.44,843.34
1662267,ROUND,0.2,VS1,F,EX,EX,EX,N,3.77-3.79×2.33,843.61
1662266,ROUND,0.2,VS1,F,EX,EX,EX,N,3.78-3.80×2.33,843.61
1662267,ROUND,0.2,VS1,F,EX,EX,EX,N,3.77-3.79×2.33,843.61
1662266,ROUND,0.2,VS1,F,EX,EX,EX,N,3.78-3.80×2.33,843.61
1586562,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.82×2.36,844.07
1586566,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.83×2.37,844.07
1618566,ROUND,0.21,VVS2,E,EX,EX,VG,N,3.84-3.85×2.30,844.07
1556442,ROUND,0.21,VVS2,E,EX,VG,EX,N,3.79-3.81×2.37,844.07
1586562,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.82×2.36,844.07
1586566,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.81-3.83×2.37,844.07
1618566,ROUND,0.21,VVS2,E,EX,EX,VG,N,3.84-3.85×2.30,844.07
1556442,ROUND,0.21,VVS2,E,EX,VG,EX,N,3.79-3.81×2.37,844.07
1571269,ROUND,0.18,IF,E,EX,EX,EX,N,3.68-3.69×2.19,844.78
1571269,ROUND,0.18,IF,E,EX,EX,EX,N,3.68-3.69×2.19,844.78
1788924,ROUND,0.3,SI1,I,EX,EX,EX,F,4.32-4.34×2.66,845
1793015,ROUND,0.3,SI1,I,GD,VG,GD,N,4.09-4.16×2.74,845
1791699,ROUND,0.3,SI1,K,EX,EX,EX,N,4.28-4.30×2.67,845.05
1768633,ROUND,0.3,VS1,L,EX,EX,EX,N,4.28-4.30×2.69,845.05
1802309,ROUND,0.19,VVS2,E,EX,EX,EX,N,3.70-3.73×2.32,845.64
1802309,ROUND,0.19,VVS2,E,EX,EX,EX,N,3.70-3.73×2.32,845.64
1799518,ROUND,0.3,VS2,K,EX,EX,VG,F,4.24-4.29×2.67,846.08
1799511,ROUND,0.3,VS2,J,GD,EX,VG,F,4.16-4.22×2.71,847.03
1782477,ROUND,0.4,IF,O-P,EX,EX,EX,N,4.77-4.80×2.92,847.7
1598761,ROUND,0.23,VVS2,G,VG,VG,EX,N,3.86-3.87×2.48,848.4
1802315,ROUND,0.23,VVS2,H,EX,EX,EX,F,3.89-3.92×2.46,848.4
1598761,ROUND,0.23,VVS2,G,VG,VG,EX,N,3.86-3.87×2.48,848.4
1802315,ROUND,0.23,VVS2,H,EX,EX,EX,F,3.89-3.92×2.46,848.4
1694048,ROUND,0.19,VVS1,F,EX,EX,EX,N,3.65-3.68×2.28,848.52
1694048,ROUND,0.19,VVS1,F,EX,EX,EX,N,3.65-3.68×2.28,848.52
1795547,ROUND,0.3,SI1,K,EX,EX,EX,F,4.29-4.31×2.67,848.6
1802057,ROUND,0.3,VS1,L,EX,EX,EX,F,4.26-4.29×2.67,848.6
1586432,ROUND,0.21,VVS2,E,EX,VG,VG,N,3.81-3.83×2.39,848.68
1586432,ROUND,0.21,VVS2,E,EX,VG,VG,N,3.81-3.83×2.39,848.68
1673484,ROUND,0.18,IF,E,EX,EX,EX,N,3.66-3.67×2.18,848.73
1673484,ROUND,0.18,IF,E,EX,EX,EX,N,3.66-3.67×2.18,848.73
1702833,ROUND,0.56,SI1,Q-R,EX,EX,EX,F,5.25-5.28×3.29,849.06
1787567,ROUND,0.3,VS1,K,VG,EX,VG,N,4.23-4.27×2.70,849.6
1729355,ROUND,0.3,SI1,I,VG,VG,GD,N,4.35-4.40×2.65,850.1
1793990,ROUND,0.31,VVS1,O-P,EX,EX,EX,M,4.35-4.38×2.73,851.95
1598792,ROUND,0.23,VS2,E,VG,EX,VG,M,3.86-3.91×2.43,852.25
1598792,ROUND,0.23,VS2,E,VG,EX,VG,M,3.86-3.91×2.43,852.25
1790639,ROUND,0.4,SI1,M,VG,EX,VG,N,4.64-4.68×2.91,852.5
1645327,ROUND,0.23,VVS2,D,VG,EX,EX,ST,3.87-3.90×2.43,852.64
1800555,ROUND,0.3,VS1,K,VG,EX,VG,F,4.26-4.30×2.65,852.64
1795493,ROUND,0.3,VS1,K,VG,EX,VG,N,4.38-4.40×2.58,852.64
1675220,ROUND,0.21,VVS1,F,EX,EX,VG,N,3.84-3.86×2.31,853.3
1675220,ROUND,0.21,VVS1,F,EX,EX,VG,N,3.84-3.86×2.31,853.3
1523589,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.86-3.88×2.39,854.01
1618565,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.85-3.88×2.39,854.01
1576853,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.88-3.89×2.34,854.01
1576850,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.86-3.88×2.42,854.01
1523589,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.86-3.88×2.39,854.01
1618565,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.85-3.88×2.39,854.01
1576853,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.88-3.89×2.34,854.01
1576850,ROUND,0.22,VVS2,E,EX,EX,EX,F,3.86-3.88×2.42,854.01
1759194,ROUND,0.3,VS2,K,EX,EX,EX,N,4.33-4.35×2.66,855.16
1757067,ROUND,0.3,VVS2,K,VG,EX,EX,F,4.24-4.26×2.65,855.71
1802320,ROUND,0.2,VS1,D,EX,EX,EX,N,3.71-3.73×2.34,856.49
1675253,ROUND,0.21,VS1,E,EX,EX,EX,N,3.83-3.85×2.35,857.18
1675252,ROUND,0.21,VS1,E,EX,EX,EX,N,3.84-3.87×2.32,857.18
1675251,ROUND,0.21,VS1,E,EX,EX,EX,N,3.88-3.90×2.33,857.18
1675253,ROUND,0.21,VS1,E,EX,EX,EX,N,3.83-3.85×2.35,857.18
1675252,ROUND,0.21,VS1,E,EX,EX,EX,N,3.84-3.87×2.32,857.18
1675251,ROUND,0.21,VS1,E,EX,EX,EX,N,3.88-3.90×2.33,857.18
1754096,ROUND,0.32,VS1,L,EX,EX,EX,N,4.38-4.40×2.73,857.2
1598773,ROUND,0.23,VS1,F,VG,VG,VG,N,3.91-3.94×2.47,857.34
